ID,FMZ,Name,Phos,pH,Calc,Ecozone,Species,Fishery
16-6583-54325,7,"Placid, L.",9.8,7.919,30.699,Ontario Shield,5,Walleye
16-6678-52804,10,Gamitagama L.,4.2,6.769,1.5,Ontario Shield,NA,Brook Trout
16-6678-54040,7,Nameigos L.,9.4,7.53,16.8,Ontario Shield,7,Walleye
16-6683-54687,7,Newlands L.,7.299,7.879,30.399,Ontario Shield,NA,NA
16-6683-54687,7,Newlands L.,7.299,7.879,30.399,Ontario Shield,NA,NA
16-6697-54829,7,Nagagamisis L.,12.6,7.94,34.899,Ontario Shield,12,Walleye
16-6699-53200,7,Wawa L.,4.799,7.679,19.1,Ontario Shield,9,Lake Trout
16-6710-52766,10,Old Woman L.,5.2,6.509,1.379,Ontario Shield,NA,Brook Trout
16-6714-52922,10,Little Dossier L.,5.599,6.929,4.08,Ontario Shield,3,Brook Trout
16-6718-52845,10,Mijinemungshing L.,12.6,6.66,1.8,Ontario Shield,NA,Brook Trout
16-6727-53244,7,Lena L.,6.9,7.389,12.3,Ontario Shield,3,Brook Trout
16-6735-52992,10,Ear L.,5.599,6.4,1.56,Ontario Shield,NA,Lake Trout
16-6806-52194,10,Upper Pancake L.,4.9,6.82,1.96,Ontario Shield,15,Brook Trout
16-6806-52259,10,Queminico L.,7.2,7.543,5.719,Ontario Shield,13,Brook Trout
16-6809-53004,10,Anjigami L.,7.7,6.799,2.259,Ontario Shield,8,Lake Trout
16-6811-52113,10,Mamainse L.,2.6,6.839,1.78,Ontario Shield,13,Brook Trout
16-6823-52566,10,Kwagama L.,3.2,6.629,1.139,Ontario Shield,NA,Brook Trout
16-6829-52763,10,Radium L.,6.7,6.4,1.54,Ontario Shield,NA,Brook Trout
16-6845-52653,10,Vesi L.,21,6.58,1.78,Ontario Shield,NA,Brook Trout
16-6855-52885,10,Sand L.,9.9,6.099,1.439,Ontario Shield,9,Brook Trout
16-6863-54334,7,Kabinakagamisis L.,7.7,7.86,21.5,Ontario Shield,13,Walleye
16-6867-52661,10,Callahan L.,5.4,6.299,1.24,Ontario Shield,3,Brook Trout
16-6893-54197,7,Kabinakagami L.,10.3,7.879,21.699,Ontario Shield,6,Walleye
16-6898-53236,7,Whitefish L.,7.099,7.099,5.44,Ontario Shield,10,NA
16-6953-53376,7,Manitowik L.,5.099,7.44,11.199,Ontario Shield,10,NA
16-6971-52177,10,Griffin L.,2.7,7.07,3.5,Ontario Shield,14,Brook Trout
16-6991-53906,7,Oba L.,8.4,7.37,14.6,Ontario Shield,7,Walleye
16-6991-54320,7,Cameron L.,9.8,7.639,19.399,Ontario Shield,3,Walleye
16-7004-52204,10,Dick L.,4.5,7.08,4.04,Ontario Shield,7,Brook Trout
16-7046-52151,10,Adelaide L.,4.099,6.79,2.919,Ontario Shield,10,"Brook Trout, Lake Trout"
16-7050-53715,7,Wabatongushi L.,10.3,7.419,8.5,Ontario Shield,8,Walleye
16-7100-51834,10,Sill L.,5.299,7.24,3.14,Ontario Shield,10,Brook Trout
16-7102-54270,7,Gull L.,8.399,7.679,18.6,Ontario Shield,4,Walleye
16-7122-53960,7,Tatnall L.,6.9,7.21,11.3,Ontario Shield,3,Walleye
16-7128-53305,7,Shikwamkwa L.,8.4,7.03,4.5,Ontario Shield,8,Walleye
16-7134-51997,10,Achigan L.,4.299,6.799,2.08,Ontario Shield,9,Lake Trout
16-7139-53538,7,Dog L.,8.8,7.139,11.699,Ontario Shield,9,"Lake Trout, Walleye"
16-7153-52806,10,McEwen L.,6,6.54,2.339,Ontario Shield,NA,Lake Trout
16-7186-51904,10,Weckstrom L.,3.7,7.04,3.12,Ontario Shield,12,Brook Trout
16-7186-51904,10,Weckstrom L.,3.7,7.04,3.12,Ontario Shield,4,Brook Trout
16-7267-52208,10,Gavor L.,4.799,7.419,7.839,Ontario Shield,9,Brook Trout
17-2752-51845,10,Devils L.,4.2,6.809,2.48,Ontario Shield,18,Brook Trout
17-2762-52221,10,Watson L.,4.7,7.169,6.4,Ontario Shield,NA,Brook Trout
17-2792-52332,10,Galloway L.,11.4,6.66,2.6,Ontario Shield,10,Brook Trout
17-2800-52265,10,Quinn L.,5.099,6.599,2.259,Ontario Shield,13,Brook Trout
17-2809-52215,10,Hanes L.,6.299,6.96,3.94,Ontario Shield,12,Brook Trout
17-2830-53096,7,Prairie Bee L.,4.9,6.9,6.599,Ontario Shield,11,NA
17-2837-53860,7,Woodosgoon L.,7.5,7.19,7.08,Ontario Shield,NA,Brook Trout
17-2857-52221,10,Point L.,6.799,6.719,2.64,Ontario Shield,9,Brook Trout
17-2862-52249,10,Graham L.,8.099,6.549,2.54,Ontario Shield,10,Brook Trout
17-2866-53707,7,South Greenhill L.,9.699,6.66,3.839,Ontario Shield,8,Brook Trout
17-2870-51459,10,Rock L.,11,7.179,5.099,Ontario Shield,27,Walleye
17-2880-52035,10,Saddle L.,5.7,6.889,2.52,Ontario Shield,11,Brook Trout
17-2880-52069,10,Ward L.,3.799,6.73,2.54,Ontario Shield,13,Brook Trout
17-2884-53030,10,Little Wawa L.,5.4,7.23,10.5,Ontario Shield,6,Walleye
17-2933-51822,10,Garden L.,6.5,6.82,3.56,Ontario Shield,17,Brook Trout
17-2953-54198,8,Lower Minnipuka L.,7.599,7.769,17.699,Ontario Shield,9,Walleye
17-2975-52266,10,Goulais L.,9.199,6.61,2.859,Ontario Shield,14,"Brook Trout, Lake Trout"
17-2976-52164,10,South Branch L.,8.199,6.78,2.359,Ontario Shield,15,Brook Trout
17-3006-52333,10,Gull L.,8.8,6.74,2.72,Ontario Shield,11,Brook Trout
17-3006-53592,7,Missinaibi L.,6.2,7.009,9.099,Ontario Shield,15,"Lake Trout, Walleye"
17-3014-51622,10,Shelden L.,2.2,7.15,3.6,Ontario Shield,12,Brook Trout
17-3014-51622,10,Shelden L.,2.2,7.15,3.6,Ontario Shield,2,Brook Trout
17-3053-51969,10,Ranger L.,2.299,7.179,3.439,Ontario Shield,24,Lake Trout
17-3074-52158,10,Gong L.,5,6.94,2.759,Ontario Shield,24,Brook Trout
17-3086-52062,10,Saymo L.,3.399,6.99,3.399,Ontario Shield,20,Brook Trout
17-3090-52347,10,Megisan L.,5.9,6.889,4.12,Ontario Shield,11,"Brook Trout, Lake Trout"
17-3091-51898,10,Penelope L.,7.4,6.98,7.66,Ontario Shield,13,Lake Trout
17-3094-52159,10,Anvil L.,4.099,7.15,2.759,Ontario Shield,12,Brook Trout
17-3120-53099,7,Como L.,8.699,7.009,8.46,Ontario Shield,14,"Lake Trout, Walleye"
17-3164-51328,10,Basswood L.,2.1,7.009,3.359,Ontario Shield,19,Lake Trout
17-3191-51490,10,Cummings L.,3.6,6.74,2.399,Ontario Shield,10,NA
17-3191-51595,10,Wakomata L.,5,7.16,3.379,Ontario Shield,18,Lake Trout
17-3202-52877,10,McLennan L.,14.4,7.259,7.5,Ontario Shield,7,Walleye
17-3228-51260,10,Bright L.,13.9,7.519,5.94,Ontario Shield,26,Walleye
17-3275-54280,8,Brunswick L.,12,7.58,19.899,Ontario Shield,13,NA
17-3280-52990,8,Borden L.,7.2,7.589,13,Ontario Shield,13,Walleye
17-3280-53321,7,Floranna L.,7.799,7.589,11.9,Ontario Shield,9,Walleye
17-3334-53694,7,Bittern L.,9.8,7.98,34.899,Ontario Shield,4,Brook Trout
17-3340-51953,10,Aubrey L.,8.5,7.309,8.38,Ontario Shield,2,NA
17-3340-51953,10,Aubrey L.,8.5,7.309,8.38,Ontario Shield,17,NA
17-3340-51953,10,Aubrey L.,8.5,7.309,8.38,Ontario Shield,NA,NA
17-3354-52393,10,Flame L.,6.599,7.019,3.98,Ontario Shield,8,Walleye
17-3360-51357,10,Little Chiblow L.,7.299,7.03,2.52,Ontario Shield,17,Lake Trout
17-3370-52303,10,Beak L.,6.299,6.54,3.66,Ontario Shield,7,Walleye
17-3400-51692,10,Kirkpatrick L.,3.799,6.96,3.359,Ontario Shield,14,Lake Trout
17-3416-52510,10,Wenebegon L.,13.5,7.45,12,Ontario Shield,7,NA
17-3423-51340,10,Chiblow L.,2.399,7.019,2.62,Ontario Shield,21,Lake Trout
17-3426-53189,8,Nemegosenda L.,6.099,7.769,17.399,Ontario Shield,12,Lake Trout
17-3432-51760,10,Duval L.,4.699,6.48,3.02,Ontario Shield,9,"Brook Trout, Lake Trout"
17-3441-54377,8,Opasatika L.,13.1,7.629,21.6,Ontario Shield,10,NA
17-3453-51907,10,Doehead L.,22.399,7.139,3.839,Ontario Shield,13,Brook Trout
17-3457-51246,10,Cataract L.,5,6.759,2.319,Ontario Shield,14,Walleye
17-3525-51387,10,Matinenda L.,6.2,6.91,2.56,Ontario Shield,20,Lake Trout
17-3525-51431,10,Bay L.,2.899,6.5,2.759,Ontario Shield,5,NA
17-3557-51418,10,Big Moon L.,4.099,6.91,2.66,Ontario Shield,19,Lake Trout
17-3563-52382,10,Wasasinka L.,8,7.12,4.379,Ontario Shield,NA,NA
17-3563-53717,8,Kapuskasing L.,12.9,7.45,8.779,Ontario Shield,6,Walleye
17-3582-51582,10,Astonish L.,2.899,7.41,6.98,Ontario Shield,12,Brook Trout
17-3592-51192,10,Lauzon L.,3.1,7.15,3.52,Ontario Shield,23,Lake Trout
17-3606-52610,10,Wakami L.,11.699,7.29,8.019,Ontario Shield,8,Walleye
17-3629-51531,10,Ten Mile L.,2.399,6.679,2.899,Ontario Shield,11,Lake Trout
17-3631-51330,10,Rossmere L.,6.299,6.9,2.779,Ontario Shield,16,Brook Trout
17-3670-52999,8,Denyes L.,11.199,7.25,13.5,Ontario Shield,7,NA
17-3678-51289,10,McGiverin L.,5.099,6.94,2.439,Ontario Shield,22,Brook Trout
17-3714-52934,8,Cree L.,23.8,7.74,16.3,Ontario Shield,8,Walleye
17-3730-53082,8,Little Ridley L.,10.1,7.299,8.22,Ontario Shield,4,Walleye
17-3736-53361,8,Carty L.,11.199,7.25,14.3,Ontario Shield,9,Walleye
17-3764-51679,10,Rawhide L.,3.6,6.759,3.1,Ontario Shield,8,Lake Trout
17-3767-53044,8,Rollo L.,5.4,7.559,15.699,Ontario Shield,16,Lake Trout
17-3788-53266,8,Ivanhoe L.,12.1,7.459,12.1,Ontario Shield,6,Walleye
17-3790-55066,8,Zadi L.,19.399,7.49,12.1,Ontario Shield,10,Walleye
17-3804-53044,8,Hanson L.,7.599,7.519,13.1,Ontario Shield,5,Walleye
17-3810-51468,10,Quirke L.,2.5,6.929,15.4,Ontario Shield,27,Walleye
17-3813-51443,10,Popeye L.,4.7,6.78,2.96,Ontario Shield,12,Walleye
17-3844-53694,10,Sweetwater L.,10.9,7.48,11,Ontario Shield,4,Walleye
17-3849-51482,10,Teasdale L.,4,7.219,8.699,Ontario Shield,10,NA
17-3856-51190,10,Grassy L.,5.099,6.809,8.859,Ontario Shield,15,Walleye
17-3874-51976,10,Bark L.,6.599,6.78,2.819,Ontario Shield,17,Lake Trout
17-3903-51589,10,Deschamp L.,12,6.48,1.76,Ontario Shield,8,Brook Trout
17-3914-51928,10,Boumage L.,3.7,6.29,1.3,Ontario Shield,5,Lake Trout
17-3930-52114,10,Rose L.,8.8,6.009,1.72,Ontario Shield,3,NA
17-3943-51700,10,Spinweb L.,3.899,7.08,3.299,Ontario Shield,NA,Brook Trout
17-3974-51436,10,Whiskey L.,3.1,6.969,12.9,Ontario Shield,12,Lake Trout
17-3986-50757,10,"Kagawong, L.",5.299,8.14,29.399,Mixedwood Plains,NA,NA
17-4010-53144,8,Horwood L.,10.699,7.509,12.6,Ontario Shield,7,Walleye
17-4019-55121,8,Guilfoyle L.,10.8,7.98,25.399,Ontario Shield,14,Walleye
17-4025-55006,8,Pearce L.,11.6,7.12,10.5,Ontario Shield,10,NA
17-4061-52742,8,Opeepeesway L.,11.5,6.919,7.519,Ontario Shield,8,Walleye
17-4104-52936,8,Rush L.,9.199,7.269,7.16,Ontario Shield,8,Walleye
17-4140-53137,8,Hardiman L.,8,6.99,8.419,Ontario Shield,NA,Walleye
17-4145-52197,10,Indian L.,8.199,6.469,2.58,Ontario Shield,11,Walleye
17-4148-52820,8,Rice L.,12.699,6.71,5.879,Ontario Shield,8,Walleye
17-4157-51611,10,Klondyke L.s,6.599,6.549,1.6,Ontario Shield,NA,Brook Trout
17-4164-54756,8,Remi L.,11.3,7.71,28.5,Ontario Shield,22,NA
17-4175-51987,10,Mozhabong L.,3.6,6.53,1.78,Ontario Shield,8,Lake Trout
17-4182-52388,10,Biscotasi L.,9,6.96,3.819,Ontario Shield,11,NA
17-4235-50696,10,"Manitou, L.",5.2,8.009,31,Mixedwood Plains,NA,Lake Trout
17-4239-51999,10,Mile L.,4.9,6.12,1.36,Ontario Shield,NA,NA
17-4271-53064,8,Katagi L.,10.1,6.769,4,Ontario Shield,5,Walleye
17-4329-51689,10,S L.,4.3,6.44,2.08,Ontario Shield,2,Brook Trout
17-4339-53837,8,Fortune L.,7.099,7.099,4.08,Ontario Shield,5,Lake Trout
17-4340-52773,8,Mesomikenda L.,5.9,7.139,7.519,Ontario Shield,9,Walleye
17-4352-52392,10,Ninth L.,14.9,6.7,4.54,Ontario Shield,6,Walleye
17-4357-54206,8,Oke L.,15.699,6.83,5.059,Ontario Shield,4,Walleye
17-4364-52017,10,Pogamasing L.,8.099,6.769,2.48,Ontario Shield,11,NA
17-4372-52874,8,Makami L.,7.799,7.08,5.44,Ontario Shield,7,Walleye
17-4414-51336,10,Agnew L.,8.5,6.96,3.56,Ontario Shield,9,Walleye
17-4430-54264,8,Return L.,10.699,7.53,19,Ontario Shield,4,NA
17-4485-51124,10,Lang L.,7.099,7.009,5.08,Ontario Shield,15,Walleye
17-4529-52150,10,Lower Muldrew L.,10.5,6.349,2.58,Ontario Shield,12,Walleye
17-4549-51263,10,Wabagishik L.,15.199,7.15,16.6,Ontario Shield,7,Walleye
17-4561-50068,16,Cameron L.,5.4,8.169,35.5,Mixedwood Plains,10,Walleye
17-4564-51563,10,Ministic L.,4.4,6.25,1.7,Ontario Shield,8,NA
17-4580-52980,8,Mattagami L.,8.5,7.33,8.82,Ontario Shield,7,Walleye
17-4580-52980,8,Mattagami L.,8.5,7.33,8.82,Ontario Shield,NA,Walleye
17-4583-50085,16,Cyprus L.,7.7,8.169,36,Mixedwood Plains,15,Walleye
17-4591-53367,8,Kenogamissi L.,11,7.339,8.419,Ontario Shield,6,Walleye
17-4620-52125,10,Onaping L.,4.799,6.349,2.48,Ontario Shield,NA,"Lake Trout, Walleye"
17-4620-52125,10,Onaping L.,4.799,6.349,2.48,Ontario Shield,11,"Lake Trout, Walleye"
17-4652-51149,10,Bear L.,7.299,7.049,4.74,Ontario Shield,21,NA
17-4664-51605,10,Windy L.,3.5,6.339,2.439,Ontario Shield,12,NA
17-4665-48812,16,Silver L.,15.1,8.119,48.1,Mixedwood Plains,14,Walleye
17-4672-51457,10,Fairbank L.,5,6.91,6.7,Ontario Shield,19,NA
17-4689-49939,16,Miller L.,5.099,8.15,32.2,Mixedwood Plains,17,Walleye
17-4700-51520,10,Vermilion L.,9.199,6.7,6.379,Ontario Shield,15,NA
17-4713-52126,10,Scotia L.,4,6.44,2.319,Ontario Shield,6,Lake Trout
17-4714-53134,8,Kapiskong L.,10.8,7.19,12.5,Ontario Shield,5,NA
17-4743-51217,10,"Panache, L.",4.7,7.33,5.759,Ontario Shield,16,"Lake Trout, Walleye"
17-4759-52050,10,Rome L.,10.4,6.28,2.04,Ontario Shield,6,Brook Trout
17-4773-53267,8,Muskasenda L.,10.6,7.62,14.5,Ontario Shield,6,Lake Trout
17-4810-51976,10,Venetian L.,9.8,6.519,1.86,Ontario Shield,6,"Lake Trout, Walleye"
17-4820-49523,16,Boat L.,8.4,8.279,45.1,Mixedwood Plains,23,Walleye
17-4822-49331,16,Chesley L.,9.099,8.15,34.6,Mixedwood Plains,16,Walleye
17-4839-49376,16,Gould L.,8.5,8.31,37.7,Mixedwood Plains,23,Walleye
17-4857-47670,16,Fanshawe L.,50.2,8.359,77.4,Mixedwood Plains,31,Walleye
17-4919-52573,10,Chrysler L.,10.699,7.639,14.4,Ontario Shield,4,Lake Trout
17-4925-52070,10,Helen L.,8.4,6.16,1.56,Ontario Shield,8,Walleye
17-4930-52197,10,Little Burwash L.,6.9,6.53,2.64,Ontario Shield,6,Lake Trout
17-4935-53022,8,Dumbell L.,12.9,7.57,8.019,Ontario Shield,7,Walleye
17-4936-51883,10,Bigwood L.,7,6.219,1.84,Ontario Shield,9,Lake Trout
17-4967-54108,8,Pickerel L.,15.9,7.57,14.6,Ontario Shield,4,NA
17-5018-53686,8,Night Hawk L.,23.199,7.309,8.619,Ontario Shield,11,Walleye
17-5026-52889,8,Duncan L.,10.1,7.15,6.059,Ontario Shield,14,Walleye
17-5038-51346,10,Brodill L.,5.9,6,1.52,Ontario Shield,2,NA
17-5046-53895,8,Frederick House L.,26.3,7.54,15.4,Ontario Shield,6,Walleye
17-5046-53895,8,Frederick House L.,26.3,7.54,15.4,Ontario Shield,6,Walleye
17-5088-55586,8,Stringer L.,9.3,7.25,7.82,Ontario Shield,7,NA
17-5128-54930,8,Harris L.,12.3,7.24,13.8,Ontario Shield,7,NA
17-5149-54886,8,Montreuil L.,11.3,7.41,10.5,Ontario Shield,8,Walleye
17-5179-52567,10,Okiniada L.,8.4,6.16,1.34,Ontario Shield,NA,Brook Trout
17-5180-53389,8,Radisson L.,5.7,7.44,7.9,Ontario Shield,8,Lake Trout
17-5184-52500,10,Lulu L.,4.799,5.75,1.159,Ontario Shield,4,"Brook Trout, Lake Trout"
17-5191-51772,10,Wanapitei L.,3.599,6.889,6.879,Ontario Shield,20,Walleye
17-5196-53085,8,Mistinikon L.,9,7.2,7.16,Ontario Shield,14,Walleye
17-5202-54735,8,Humestone L.,11.8,7.299,8.9,Ontario Shield,4,Walleye
17-5206-54832,8,Pierre L.,11.8,7.179,11.8,Ontario Shield,8,NA
17-5208-52783,8,Miller L.,8.8,7.2,9.3,Ontario Shield,9,NA
17-5208-55103,8,Sand L.,12.199,7.389,8.96,Ontario Shield,6,Walleye
17-5215-48384,16,Conestogo L.,101.5,8,55.6,Mixedwood Plains,11,Walleye
17-5240-51985,10,Chiniguchi L.,2.799,6.21,1.54,Ontario Shield,4,Lake Trout
17-5240-51985,10,Chiniguchi L.,2.799,6.21,1.54,Ontario Shield,NA,Lake Trout
17-5265-52901,8,Shillington L.,9.3,7.29,7.339,Ontario Shield,12,Lake Trout
17-5271-54228,8,Maloney L.,22.8,7.62,17.699,Ontario Shield,4,NA
17-5274-52242,11,Rodd L.,0,6.4,1.399,Ontario Shield,3,Lake Trout
17-5289-52606,10,Shack L.,9.5,6.83,2.899,Ontario Shield,4,Brook Trout
17-5310-52621,10,Island L.,6.099,7.37,6.099,Ontario Shield,13,Brook Trout
17-5312-52592,10,Carmen L.,6,7.57,6.599,Ontario Shield,3,Brook Trout
17-5314-53425,8,Watabeag L.,13.3,7.62,15.3,Ontario Shield,18,Lake Trout
17-5331-54730,8,Little Abitibi L.,11.1,7.469,13.9,Ontario Shield,10,NA
17-5335-52315,11,Florence L.,2.299,5.48,1.179,Ontario Shield,5,NA
17-5338-52629,10,Southbear L.,6.599,6.719,4.839,Ontario Shield,4,Brook Trout
17-5344-51754,10,Kukagami L.,4.4,6.75,3.16,Ontario Shield,15,Lake Trout
17-5352-50862,15,Gurd L.,10.6,6.879,4.9,Ontario Shield,15,Walleye
17-5384-50622,15,Giroux L.,14.6,6.37,1.74,Ontario Shield,10,Walleye
17-5430-52549,11,Makobe L.,4.9,6.259,1.58,Ontario Shield,9,Lake Trout
17-5515-51958,11,Emerald L.,3.6,7.08,6.459,Ontario Shield,19,Lake Trout
17-5521-55108,8,Little Kesagami L.,10.1,7.429,9.199,Ontario Shield,11,Walleye
17-5535-48461,16,"Belwood, L.",37.7,7.91,49.299,Mixedwood Plains,19,Walleye
17-5547-55801,8,Kesagami L.,9.099,6.95,4.599,Ontario Shield,9,Walleye
17-5552-52523,11,Anvil L.,5.099,6.23,1.48,Ontario Shield,9,Walleye
17-5565-51124,11,Mercer L.,30.6,7.19,4.78,Ontario Shield,6,Walleye
17-5566-52101,11,Obabika L.,6.299,7.049,3.14,Ontario Shield,11,NA
17-5577-51311,11,Bear L.,56,7.299,8.88,Ontario Shield,7,Walleye
17-5580-52276,11,Diamond L.,4,6.7,2.24,Ontario Shield,10,Lake Trout
17-5590-54756,8,Wasicho L.,7.7,7.389,7.559,Ontario Shield,5,Walleye
17-5601-51477,11,Deer L.,16.699,7.28,5.639,Ontario Shield,8,Walleye
17-5604-55832,8,Patawagamau L.,8.599,7.24,8.279,Ontario Shield,NA,Walleye
17-5605-48275,16,Guelph L.,24.6,8.259,57.7,Mixedwood Plains,6,NA
17-5605-48275,16,Guelph L.,24.6,8.259,57.7,Mixedwood Plains,NA,NA
17-5608-52396,11,Lady Evelyn L.,6.299,6.629,2.22,Ontario Shield,12,Walleye
17-5646-54725,8,Snare L.,11.9,7.019,9.22,Ontario Shield,6,NA
17-5662-55201,8,Lawagamau L.,8.4,6.95,3.899,Ontario Shield,7,Walleye
17-5694-55282,8,"20J-33, L.",6.799,7.139,4.559,Ontario Shield,4,Walleye
17-5700-52061,11,"Temagami, L.",4.5,7.32,7.099,Ontario Shield,25,"Lake Trout, Walleye"
17-5717-50405,15,Wolf L.,7.799,6.23,1.28,Ontario Shield,12,NA
17-5717-53183,8,Round L.,31.699,7.57,12.5,Ontario Shield,16,Walleye
17-5732-51489,11,Muskosung L.,11.5,7.36,5.44,Ontario Shield,10,Walleye
17-5733-52151,11,Kokoko L.,5.7,7.37,6.7,Ontario Shield,7,Walleye
17-5735-54944,8,Burntbush L.,8.4,6.86,4.12,Ontario Shield,4,Walleye
17-5740-52232,11,Red Squirrel L.,4.4,7.07,4.16,Ontario Shield,10,Lake Trout
17-5742-50352,15,Nine Mile L.,7.5,6.15,1.26,Ontario Shield,16,NA
17-5748-51919,11,Aileen L.,7.799,7.16,5.019,Ontario Shield,11,Lake Trout
17-5770-51258,11,"Nipissing, L.",14.199,7.139,5.9,Ontario Shield,32,Walleye
17-5778-52271,11,McLean L.,4.4,7,3.919,Ontario Shield,12,NA
17-5787-52433,11,Kittson L.,6.2,7.03,3.24,Ontario Shield,8,Lake Trout
17-5788-51912,11,Cross L.,3.799,7.32,6.54,Ontario Shield,12,Lake Trout
17-5812-51735,11,Red Cedar L.,8.5,7.16,4.9,Ontario Shield,4,Walleye
17-5812-51735,11,Red Cedar L.,8.5,7.16,4.9,Ontario Shield,13,Walleye
17-5814-49627,16,Farlain L.,8.199,8,23.1,Mixedwood Plains,13,Walleye
17-5827-52344,11,Anima Nipissing L.,3.6,6.99,3.68,Ontario Shield,13,"Lake Trout, Walleye"
17-5833-50403,15,McKellar L.,12.4,6.61,3.54,Ontario Shield,13,Walleye
17-5842-51980,11,Wasaksina L.,6.9,7.36,5.86,Ontario Shield,13,Walleye
17-5845-51854,11,Hangstone L.,7.799,7.25,5.32,Ontario Shield,13,Walleye
17-5851-53899,8,"Abitibi, L.",43.2,7.21,10.9,Ontario Shield,23,Walleye
17-5852-52035,11,Driftwood L.,6.099,7.469,7.36,Ontario Shield,8,Walleye
17-5879-50852,11,Cadden L.,7.599,6.639,2.439,Ontario Shield,3,Walleye
17-5885-52314,11,Mountain L.,6.4,7.259,6.219,Ontario Shield,NA,NA
17-5885-52314,11,Mountain L.,6.4,7.259,6.219,Ontario Shield,10,NA
17-5909-52183,11,Net L.,6.2,7.139,4.32,Ontario Shield,10,NA
17-5942-51055,11,Clear L.,5.799,7.129,2.819,Ontario Shield,12,Walleye
17-5947-51034,11,Stormy L.,12,6.769,2.5,Ontario Shield,10,NA
17-5952-55578,8,Parson L.,7.9,7.04,5.719,Ontario Shield,NA,NA
17-5962-53128,8,St. Anthony L.,8.599,7.5,5.82,Ontario Shield,11,Lake Trout
17-5970-52137,11,Cassels L.,5.799,7.33,8.039,Ontario Shield,12,Lake Trout
17-5972-52300,11,Rib L.,3.7,7.32,6.459,Ontario Shield,8,Walleye
17-5998-50031,15,"Joseph, L.",4.7,6.9,4.259,Ontario Shield,32,Lake Trout
17-6007-51793,11,Wicksteed L.,8.199,6.969,3.58,Ontario Shield,3,Walleye
17-6010-53265,8,Larder L.,8.4,7.58,11,Ontario Shield,16,Lake Trout
17-6016-49633,16,Little L.,13.8,7.669,12.9,Ontario Shield,13,Walleye
17-6025-50535,15,Ahmic L.,14.5,6.639,2.839,Ontario Shield,19,NA
17-6026-49666,16,Gloucester Pl.,12.9,7.79,23.1,Ontario Shield,25,Walleye
17-6031-52053,11,Rabbit L.,5.9,7.339,7.96,Ontario Shield,12,Walleye
17-6058-49199,16,Little L.,17.5,8.33,53.2,Mixedwood Plains,21,Walleye
17-6065-49697,16,Tea L.,9.099,7.259,7.559,Ontario Shield,13,Walleye
17-6079-53230,8,Raven L.,10,6.929,4,Ontario Shield,14,Lake Trout
17-6111-50550,15,"Cecebe, L.",13.5,6.78,3.14,Ontario Shield,21,Walleye
17-6112-50030,15,"Rosseau, L.",5.4,6.83,3.319,Ontario Shield,25,Lake Trout
17-6178-52207,12,"Timiskaming, L.",38.6,7.25,7.58,Ontario Shield,22,Walleye
17-6216-50117,15,Skeleton L.,2.7,7,3.72,Ontario Shield,19,NA
17-6239-50430,15,Doe L.,11.8,6.799,2.7,Ontario Shield,15,Walleye
17-6257-50660,15,Bernard L.,10.699,7.11,4.019,Ontario Shield,14,Lake Trout
17-6275-49634,16,Sparrow L.,15.3,7.73,20.899,Ontario Shield,17,Walleye
17-6286-49481,16,"Couchiching, L.",6.9,8.21,41.799,Mixedwood Plains,42,Walleye
17-6290-51301,11,Trout L.,5.9,7.309,5.519,Ontario Shield,14,"Lake Trout, Walleye"
17-6328-49494,16,"St. John, L.",15.199,8,25.899,Mixedwood Plains,25,Walleye
17-6369-50115,15,Mary L.,8.599,6.75,3,Ontario Shield,21,NA
17-6382-51179,11,"Nosbonsing, L.",11.699,7.37,4.719,Ontario Shield,17,Walleye
17-6436-50702,15,Peyton L.,4.3,5.929,1.12,Ontario Shield,5,Brook Trout
17-6459-49524,17,Young L.,9.9,7.639,27.399,Ontario Shield,18,Walleye
17-6500-49453,17,Dalrymple L.,12.6,8.119,49.299,Mixedwood Plains,26,Walleye
17-6512-50588,15,South Branch L.,9.199,6.349,1.62,Ontario Shield,6,Brook Trout
17-6523-50498,15,Dunstan L.,4.599,6.459,1.7,Ontario Shield,13,Brook Trout
17-6532-49909,15,Bigwind L.,7.299,6.379,1.62,Ontario Shield,14,Brook Trout
17-6548-49368,17,Canal L.,15,8.4,45.799,Mixedwood Plains,23,Walleye
17-6554-50468,15,Cripple L.,7.099,5.809,1.02,Ontario Shield,9,Brook Trout
17-6567-50131,15,Lake of B.s,4.7,6.759,1.72,Ontario Shield,18,Lake Trout
17-6571-50360,15,Dotty L.,6.2,6.419,1.62,Ontario Shield,17,Brook Trout
17-6651-49559,17,Head L.,10.3,8.13,22,Mixedwood Plains,12,Walleye
17-6707-50264,15,Arbuckle L.,9.9,6.339,1.679,Ontario Shield,7,Brook Trout
17-6712-49387,17,Balsam L.,6.7,7.889,17.399,Mixedwood Plains,42,Walleye
17-6715-48930,17,"Scugog, L.",21.399,8.21,62.399,Mixedwood Plains,41,Walleye
17-6731-51370,12,Lac la Cave,14.8,7.089,6.019,Ontario Shield,NA,Walleye
17-6749-49534,17,Shadow L.,6.599,7.08,7.879,Mixedwood Plains,25,Walleye
17-6758-50257,15,Poorhouse L.,7.099,6.74,2.08,Ontario Shield,13,Brook Trout
17-6767-50182,15,Kawagama L.,3.6,6.58,2,Ontario Shield,22,NA
17-6793-49499,17,Four Mile L.,4.5,7.79,31.1,Mixedwood Plains,21,Walleye
